placeId;name;rating;review;category;description;city;address;postalCode;imageUrl;url;latitude;longitude;phone;openingHours/0/day;openingHours/0/hours;openingHours/1/day;openingHours/1/hours;openingHours/2/day;openingHours/2/hours;openingHours/3/day;openingHours/3/hours;openingHours/4/day;openingHours/4/hours;openingHours/5/day;openingHours/5/hours;openingHours/6/day;openingHours/6/hours
184;Gereja Katolik Cor Jesu, Malang;4,8;165;Wisata Religi (Tempat Ibadah);Inilah keindahan tersembunyi yang tenang dari gereja tua dan masih dalam kondisi sangat baik, kami mengikuti misa Minggu malam dan secara mengejutkan penuh dan damai, bangku tua dan arsitektur kuno Belanda, dikelilingi dengan sekolah Katolik;Kota Malang;Jl. Jaksa Agung Suprapto No.55, Samaan, Kec. Klojen, Kota Malang, Jawa Timur 65112;65112;https://lh5.googleusercontent.com/p/AF1QipOYGlt7LTxN6qxfS8hbbBBZpQVvvR33S6yMDSEv=w408-h544-k-no;https://www.google.com/maps/place/Gereja+Katolik+Cor+Jesu,+Malang/@-7.9672729,112.6236793,16z/data=!4m10!1m2!2m1!1skatedral!3m6!1s0x2dd62831e3cb20a3:0xf11e584d61805e30!8m2!3d-7.967256!4d112.6319345!15sCghrYXRlZHJhbFoKIghrYXRlZHJhbJIBD2NhdGhvbGljX2NodXJjaJoBI0NoWkRTVWhOTUc5blMwVkpRMEZuU1VSb09DMDJNRVJuRUFF4AEA-gEECAAQFw!16s%2Fg%2F11ckqrl2wj?entry=ttu&g_ep=EgoyMDI0MTIwMy4wIKXMDSoASAFQAw%3D%3D;-7,9672729;112,6236793;;;;;;;;;;;;;;;
185;Gereja Katolik Hati Kudus Yesus Kayutangan;4,8;975;Wisata Religi (Tempat Ibadah);Gereja Katolik Roma tertua di Malang, Jawa Timur, Indonesia. Gereja bergaya Neo-Gotik ini berdiri pada tahun 1905. Gereja ini merupakan tempat yang tenang dan damai untuk memuji Tuhan.;Kota Malang;Jl. MGR Sugiyopranoto No.2, Kiduldalem, Kec. Klojen, Kota Malang, Jawa Timur 65119;65119;https://lh5.googleusercontent.com/p/AF1QipMTTVHg-jvWvA5NINe3gLpbiWeFvr9bi7Gt2iMA=w408-h544-k-no;https://www.google.com/maps/place/Sacred+Heart+of+Jesus+Catholic+Church/@-7.9827089,112.6265374,15.96z/data=!4m10!1m2!2m1!1skatedral!3m6!1s0x2dd62822bf2aede9:0x41b8d76c543aff23!8m2!3d-7.9806728!4d112.6307825!15sCghrYXRlZHJhbFoKIghrYXRlZHJhbJIBD2NhdGhvbGljX2NodXJjaJoBI0NoWkRTVWhOTUc5blMwVkpRMEZuU1VOdGFIWmhjRlYzRUFF4AEA-gEECAAQDA!16s%2Fg%2F1td2qd12?entry=ttu&g_ep=EgoyMDI0MTIwMy4wIKXMDSoASAFQAw%3D%3D;-7,9827089;112,6265374;;;;;;;;;;;;;;;
186;GPIB Immanuel Malang ( Gereja Concordia );4,9;56;Wisata Religi (Tempat Ibadah);Gereja megah berarsitektur neo-Gotik ini terletak di seberang Alun-alun Kota Malang dan bersebelahan dengan Masjid Jami, melambangkan keberagaman dan kerukunan umat beragama di Kota Malang.;Kota Malang;Jl. Merdeka Barat No.9, Kiduldalem, Kec. Klojen, Kota Malang, Jawa Timur 65119;65119;https://lh5.googleusercontent.com/p/AF1QipMvKDxop8VZfSYKc6aJNx1UB3sk7WEbDmZTtapX=w408-h270-k-no;https://www.google.com/maps/place/GPIB+Immanuel+Malang+(+Gereja+Concordia+)/@-7.9827089,112.6265374,15.96z/data=!4m10!1m2!2m1!1skatedral!3m6!1s0x2dd629def03fe075:0x4fff02dadc396940!8m2!3d-7.981739!4d112.63023!15sCghrYXRlZHJhbFoKIghrYXRlZHJhbJIBEXByb3Rlc3RhbnRfY2h1cmNomgEkQ2hkRFNVaE5NRzluUzBWSlEwRm5TVVJXZFY5UVh6Wm5SUkFC4AEA-gEECDAQNQ!16s%2Fg%2F11sgw_y616?entry=ttu&g_ep=EgoyMDI0MTIwMy4wIKXMDSoASAFQAw%3D%3D;-7,9827089;112,6265374;;;;;;;;;;;;;;;
187;Gereja Katolik St. Vincentius a Paulo, Langsep;4,8;338;Wisata Religi (Tempat Ibadah);Bangunannya cukup megah, suasana di dalamnya sejuk, ornamen bangunannya sangat bagus. Gereja ini dipimpin oleh Romo Handoko, CM sebagai pastor paroki Langsep.;Kota Malang;Jl. Ananas No.41, Pisang Candi, Kec. Sukun, Kota Malang, Jawa Timur 65146;65146;https://lh5.googleusercontent.com/p/AF1QipOT5yPChfV8vuE8FDmf2c_VCpWWoAj0YbldVF1U=w408-h345-k-no;https://www.google.com/maps/place/Saint+Vincent+de+Paul+Catholic+Church,+Langsep/@-7.9822596,112.5737147,13z/data=!4m10!1m2!2m1!1sgereja!3m6!1s0x2e78829f52640001:0x9c4b0eb615fe6d4f!8m2!3d-7.9822601!4d112.614115!15sCgZnZXJlamGSAQ9jYXRob2xpY19jaHVyY2jgAQA!16s%2Fg%2F1pzqmxzvq?entry=ttu&g_ep=EgoyMDI0MTIwMy4wIKXMDSoASAFQAw%3D%3D;-7,9822596;112,5737147;;;;;;;;;;;;;;;
188;Gereja Kristen Indonesia (GKI) Bromo Malang;5,0;381;Wisata Religi (Tempat Ibadah);Tempat parkirnya cukup untuk mobil dan motor. Tempat yang bagus untuk beribadah.;Kota Malang;Jl. Bromo No.2, Kauman, Kec. Klojen, Kota Malang, Jawa Timur 65119;65119;https://lh5.googleusercontent.com/p/AF1QipPQcUxgEm5h6zdE0G8NiItfLZfIqNA9OsITHqbV=w408-h710-k-no;https://www.google.com/maps/place/Gereja+Kristen+Indonesia+(GKI)+Bromo+Malang/@-7.9796834,112.6108988,15.25z/data=!4m10!1m2!2m1!1sgereja!3m6!1s0x2dd629a4cd79d9ff:0xea038c02384089a!8m2!3d-7.978851!4d112.625454!15sCgZnZXJlamGSAQZjaHVyY2jgAQA!16s%2Fg%2F11p676zl2s?entry=ttu&g_ep=EgoyMDI0MTIwMy4wIKXMDSoASAFQAw%3D%3D;-7,9796834;112,6108988;;;;;;;;;;;;;;;
189;Gereja Katolik Ratu Rosari, Blimbing;4,8;473;Wisata Religi (Tempat Ibadah);Salah satu tempat yang paling diberkati di Bumi. Sederhana, bersahaja, sebagian besar dihuni orang-orang setengah baya, tetapi suasananya menyenangkan.;Kota Malang;Jl. Plongkowati No.2, Polehan, Kec. Blimbing, Kota Malang, Jawa Timur 65121;65121;https://lh5.googleusercontent.com/p/AF1QipPQdhIuc3K4ADt5oZm4GPomAat7PLwVnPMscX7C=w408-h544-k-no;https://www.google.com/maps/place/Our+Lady+Queen+of+Rosary+Catholic+Church,+Blimbing/@-7.9731234,112.6002748,14z/data=!4m10!1m2!2m1!1sgereja!3m6!1s0x2dd628414fe5ba89:0xacbb296d3a4ba994!8m2!3d-7.976037!4d112.647453!15sCgZnZXJlamGSAQ9jYXRob2xpY19jaHVyY2jgAQA!16s%2Fg%2F1hc4fpjwy?entry=ttu&g_ep=EgoyMDI0MTIwMy4wIKXMDSoASAFQAw%3D%3D;-7,9731234;112,6002748;;;;;;;;;;;;;;;
190;GBI Betlehem Malang;4,8;197;Wisata Religi (Tempat Ibadah);Tempat ini memiliki ruangan yang besar untuk melakukan pelayanan kementerian dan bahkan memiliki klinik perawatan kesehatan bagi masyarakat.;Kota Malang;Jl. Panglima Sudirman No.87, Klojen, Kec. Klojen, Kota Malang, Jawa Timur 65111;65111;https://lh5.googleusercontent.com/p/AF1QipOHMrOcreKiB62drHpzF9juEknK49BDiYAMpaw=w408-h306-k-no;https://www.google.com/maps/place/GBI+Betlehem+Malang/@-7.9786906,112.6175673,15.25z/data=!4m10!1m2!2m1!1sgereja!3m6!1s0x2dd62839f203f1a9:0x499734005680b6bf!8m2!3d-7.971538!4d112.638226!15sCgZnZXJlamFaCCIGZ2VyZWphkgEScGVudGVjb3N0YWxfY2h1cmNo4AEA!16s%2Fg%2F11b6d28zlm?entry=ttu&g_ep=EgoyMDI0MTIwMy4wIKXMDSoASAFQAw%3D%3D;-7,9786906;112,6175673;;;;;;;;;;;;;;;
191;Pura Satria Dharma;4,9;14;Wisata Religi (Tempat Ibadah);Bagi yang ingin beribadah di Pura Satria Dharma setiap Purnama Rahina dan gentengnya dibuka untuk umum.;Kota Malang;Jl.Untung Suropati Selatan No.4, Kesatrian, Kec. Blimbing, Kota Malang, Jawa Timur 65121;65121;https://lh5.googleusercontent.com/p/AF1QipN4oHjD8Lud3XBC7sxoIEnxw5EI2y8oolKjc_7v=w408-h271-k-no;https://www.google.com/maps/place/Pura+Satria+Dharma%EA%A7%8C%EA%A6%A5%EA%A6%B8%EA%A6%AB%EA%A6%B1%EA%A6%A0%EA%A6%BF%EA%A6%BE%EA%A6%9E%EA%A6%82%EA%A6%A9%EA%A7%80%EA%A6%A9%EA%A7%8D/@-7.9810002,112.561269,12z/data=!4m10!1m2!2m1!1spura!3m6!1s0x2dd62966a4e9765d:0x3bbf6603429b9355!8m2!3d-7.9810002!4d112.6396591!15sCgRwdXJhkgEMaGluZHVfdGVtcGxl4AEA!16s%2Fg%2F11pgt3cv7c?entry=ttu&g_ep=EgoyMDI0MTIwMy4wIKXMDSoASAFQAw%3D%3D;-7,9810002;112,561269;;;;;;;;;;;;;;;
192;Pura Girikawijayan;4,6;23;Wisata Religi (Tempat Ibadah);Rasakan kedamaian saat bermeditasi di sini. Senang sekali berada di sini. Suasananya menyenangkan dan mudah untuk pergi ke tempat ini.;Kabupaten Malang;XFXP+292, Area Gn. Pitrang, Balesari, Kec. Ngajum, Kabupaten Malang, Jawa Timur 65164;65164;https://lh5.googleusercontent.com/p/AF1QipPCa7_8RZShDyT5_5zHO4FmRASQedFR5t5pwyq7=w408-h544-k-no;https://www.google.com/maps/place/Girikawijayan+Hindu+Temple+(%EA%A6%A5%EA%A6%B8%EA%A6%AB%EA%A6%92%EA%A6%B6%EA%A6%AB%EA%A6%B6%EA%A6%8F%EA%A6%AE%EA%A6%B6%EA%A6%97%EA%A6%AA%EA%A6%A4%EA%A7%80)/@-8.0024789,112.354058,12z/data=!4m10!1m2!2m1!1spura!3m6!1s0x2e7884d05645b211:0xa616165f8de8ae5e!8m2!3d-8.0024789!4d112.4858939!15sCgRwdXJhkgEMaGluZHVfdGVtcGxl4AEA!16s%2Fg%2F11dfnn_gzc?entry=ttu&g_ep=EgoyMDI0MTIwMy4wIKXMDSoASAFQAw%3D%3D;-8,0024789;112,354058;;;;;;;;;;;;;;;
193;Pura Dharma Cantih;4,7;17;Wisata Religi (Tempat Ibadah);Pura ini digunakan oleh warga Hindu di Dusun Banaran, Desa Babadan. Nyaman dan tenteram;Kabupaten Malang;XG4R+M9Q, Unnamed Road,, Banaran, Babadan, Kec. Ngajum, Kabupaten Malang, Jawa Timur 65164;65164;https://lh5.googleusercontent.com/p/AF1QipMI3nCt6JbX0XdT8wCx-EF6TWfWky_iQWYBs-1Z=w408-h306-k-no;https://www.google.com/maps/place/Pura+Dharma+Cantih%EA%A7%8C%EA%A6%A5%EA%A6%B8%EA%A6%AB%EA%A6%9E%EA%A6%82%EA%A6%A9%EA%A7%80%EA%A6%A9%EA%A6%95%EA%A6%A4%EA%A7%80%EA%A6%A0%EA%A6%B6%EA%A6%83%EA%A7%8D/@-8.0304984,112.4566363,12.75z/data=!4m10!1m2!2m1!1spura!3m6!1s0x2e789c894a69500f:0x92f1e44297ebd27b!8m2!3d-8.0432913!4d112.5409891!15sCgRwdXJhkgEMaGluZHVfdGVtcGxl4AEA!16s%2Fg%2F11c4c_xrdk?entry=ttu&g_ep=EgoyMDI0MTIwMy4wIKXMDSoASAFQAw%3D%3D;-8,0304984;112,4566363;;;;;;;;;;;;;;;
194;Pura Karsa Aikyam;4,5;11;Wisata Religi (Tempat Ibadah);Pura ini terletak di Desa Kebonagung. Setiap kali hari besar keagamaan Hindu dirayakan, Pura ini biasanya menjadi pusat kegiatan.;Kabupaten Malang;XJ95+MV2, Desa Jl. Leces Sonosari, RT.43/RW.08, Sonosari, Kebonagung, Kec. Pakisaji, Kabupaten Malang, Jawa Timur 65162;65162;https://lh5.googleusercontent.com/p/AF1QipPvWHwEX3aGMZ7QTweO9Zfu2DeqChF5mH5AqjL2=w426-h240-k-no;https://www.google.com/maps/place/Pura+Karsa+Aikyam%EA%A7%8C%EA%A6%A5%EA%A6%B8%EA%A6%AB%EA%A6%8F%EA%A6%82%EA%A6%B1%EA%A6%8D%EA%A6%8F%EA%A6%BE%EA%A6%A9%EA%A7%80%EA%A7%8D/@-8.0391094,112.5021059,12z/data=!4m10!1m2!2m1!1spura!3m6!1s0x2e789d65a3294011:0xa98e9f14f8741849!8m2!3d-8.030872!4d112.6096487!15sCgRwdXJhkgEMaGluZHVfdGVtcGxl4AEA!16s%2Fg%2F11csqz6xmd?entry=ttu&g_ep=EgoyMDI0MTIwMy4wIKXMDSoASAFQAw%3D%3D;-8,0391094;112,5021059;;;;;;;;;;;;;;;
195;Candi Kidal;4,5;727;Wisata Religi (Tempat Ibadah);Candi Kidal adalah candi kuno yang terletak di Jawa Timur, Indonesia. Dipercaya dibangun pada abad ke-13, candi ini merupakan candi Hindu yang mencerminkan gaya arsitektur Kerajaan Majapahit.;Kabupaten Malang;XPF5+MJG, Jalan Raya, Panggung, Kidal, Tumpang, Malang Regency, East Java 65156;65156;https://lh5.googleusercontent.com/p/AF1QipM2HbwvsRneBFrnCJ2Nz8FjWApbQPd4EJTKeNU6=w408-h550-k-no;https://www.google.com/maps/place/Kidal+Temple/@-7.9898138,112.541588,12z/data=!4m9!1m2!2m1!1spura!3m5!1s0x2dd6267127c733e5:0x4edb5cefc6b776ea!8m2!3d-8.0258233!4d112.7090805!16s%2Fm%2F051zqt2?entry=ttu&g_ep=EgoyMDI0MTIwMy4wIKXMDSoASAFQAw%3D%3D;-7,9898138;112,541588;;;;;;;;;;;;;;;
196;Padepokan Dhammadipa Arama;4,7;711;Wisata Religi (Tempat Ibadah);Tempat yang indah, tenteram, damai bagi kita untuk bermeditasi (samatha dan/atau vipassana), untuk melihat ke dalam diri kita sendiri, bersama dengan beberapa yogi lainnya.;Kota Batu;Jl. Ir. Soekarno No.311, Mojorejo, Kec. Junrejo, Kota Batu, Jawa Timur 65326;65326;https://lh5.googleusercontent.com/p/AF1QipPFwW3-HozG4nuKfkxvvFA_pxfh0MEAsxHCQ4bh=w408-h544-k-no;https://www.google.com/maps/place/Padepokan+Dhammadipa+Arama/@-7.9026399,112.5589907,17z/data=!4m16!1m9!3m8!1s0x2e78810d69a58deb:0xdc0615e1bbe44a67!2sPadepokan+Dhammadipa+Arama!8m2!3d-7.9026452!4d112.5615656!9m1!1b1!16s%2Fg%2F1pzsyrx5x!3m5!1s0x2e78810d69a58deb:0xdc0615e1bbe44a67!8m2!3d-7.9026452!4d112.5615656!16s%2Fg%2F1pzsyrx5x?entry=ttu&g_ep=EgoyMDI0MTIwMy4wIKXMDSoASAFQAw%3D%3D;-7,9026399;112,5589907;;;;;;;;;;;;;;;
197;STI Vihara Samaggi Viriya;4,8;80;Wisata Religi (Tempat Ibadah);Tempat yang bagus untuk merenung, udaranya tenang dan segar. Saya bertemu banyak orang baik yang peduli satu sama lain dan ramah. Ini adalah tempat yang damai untuk menyegarkan pikiran.;Kota Malang;Jl. Telaga Bodas No.A1, Karangbesuki, Kec. Sukun, Kota Malang, Jawa Timur 65146;65146;https://lh5.googleusercontent.com/p/AF1QipNiOY2g09ezTZZV18bB1XcnSmF5rcavoITf75tN=w408-h304-k-no;https://www.google.com/maps/place/STI+Vihara+Samaggi+Viriya/@-8.1101066,112.293098,10z/data=!4m10!1m2!2m1!1svihara!3m6!1s0x2e788261ca67b79b:0xd7b027e1b2647b1c!8m2!3d-7.9625218!4d112.5992259!15sCgZ2aWhhcmFaCCIGdmloYXJhkgEPYnVkZGhpc3RfdGVtcGxlmgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVU5WWjNCTFZtTm5FQUXgAQD6AQQIABAj!16s%2Fg%2F1hm3294ft?entry=ttu&g_ep=EgoyMDI0MTIwMy4wIKXMDSoASAFQAw%3D%3D;-8,1101066;112,293098;;;;;;;;;;;;;;;
198;Vihara Vajra Earth Kertanegara;4,5;55;Wisata Religi (Tempat Ibadah);Bangunannya bagus, khas biara pada umumnya, suasananya juga bagus, apalagi jika Anda datang ke sini pada sore hari.;Kota Malang;Jalan Lembah Dieng Kav. 1, Pisang Candi, Kec. Sukun, Kota Malang, Jawa Timur 65151;65151;https://lh5.googleusercontent.com/p/AF1QipPla1PFtuT27C-ASMntaVuTr8QCd5310edFbdfq=w408-h272-k-no;https://www.google.com/maps/place/Vihara+Vajra+Earth+Kertanegara/@-7.9782081,112.3507763,10z/data=!4m10!1m2!2m1!1svihara!3m6!1s0x2e7882921eaa85d5:0x1c474c315a6c30dc!8m2!3d-7.9711046!4d112.6031304!15sCgZ2aWhhcmFaCCIGdmloYXJhkgEPYnVkZGhpc3RfdGVtcGxlmgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVVJUWDNKNVVWQm5FQUXgAQD6AQQIGhAr!16s%2Fg%2F1pzprc7rg?entry=ttu&g_ep=EgoyMDI0MTIwMy4wIKXMDSoASAFQAw%3D%3D;-7,9782081;112,3507763;;;;;;;;;;;;;;;
199;Klenteng Eng An Kiong;4,7;658;Wisata Religi (Tempat Ibadah);Tempat ini telah berdiri selama sekitar 2 abad, sebagian besar bangunannya masih seperti aslinya. Tempat ini terawat dengan baik. Anda dapat menemukan banyak patung Dewa. Anda juga dapat menemukan banyak patung di dinding dan pintu.;Kota Malang;Jl. R.E. Martadinata No.1, Kotalama, Kec. Kedungkandang, Kota Malang, Jawa Timur 65118;65118;https://lh5.googleusercontent.com/p/AF1QipOw_ILeaBCLJuCnAaQ0FB-T5rZo64L0-nTCit5N=w408-h544-k-no;https://www.google.com/maps/place/Klenteng+Eng+An+Kiong/@-7.9873279,112.1084558,10z/data=!4m10!1m2!2m1!1sklenteng!3m6!1s0x2dd629ba14799d6b:0xb6c555896c78bed7!8m2!3d-7.9873279!4d112.6357996!15sCghrbGVudGVuZ1oKIghrbGVudGVuZ5IBEHBsYWNlX29mX3dvcnNoaXCaASNDaFpEU1VoTk1HOW5TMFZKUTBGblNVUXlOazVpZGt4UkVBReABAPoBBAgAEDQ!16s%2Fg%2F11h1yx1s81?entry=ttu&g_ep=EgoyMDI0MTIwMy4wIKXMDSoASAFQAw%3D%3D;-7,9873279;112,1084558;;;;;;;;;;;;;;;
200;Kwan Im Tong (Guan Yin Dang) (Mahayana, Tridharma);4,9;56;Wisata Religi (Tempat Ibadah);Tempat sholatnya bersih banget dan terasa luas walaupun kecil, petugasnya ramah, sayangnya parkirannya sering penuh karena dekat dengan alun-alun;Kota Batu;Jl. Gajah Mada No.53, Ngaglik, Kec. Batu, Kota Batu, Jawa Timur 65311;65311;https://lh5.googleusercontent.com/p/AF1QipMGbalxWrBs4ouc-N9FE7ydG8qn_HgT0SbQ-u6J=w408-h306-k-no;https://www.google.com/maps/place/Kwan+Im+Tong+(Guan+Yin+Dang)+(Mahayana,+Tridharma)/@-7.9167573,112.4301547,11.5z/data=!4m10!1m2!2m1!1sklenteng!3m6!1s0x2e7880cb608de427:0x15166275eb0ff8fa!8m2!3d-7.8698906!4d112.524267!15sCghrbGVudGVuZ1oKIghrbGVudGVuZ5IBD2J1ZGRoaXN0X3RlbXBsZZoBI0NoWkRTVWhOTUc5blMwVkpRMEZuU1VOSGRYUXljMUJSRUFF4AEA-gEECC8QGg!16s%2Fg%2F1pzrkkm_5?entry=ttu&g_ep=EgoyMDI0MTIwMy4wIKXMDSoASAFQAw%3D%3D;-7,9167573;112,4301547;;;;;;;;;;;;;;;
